"President, Founder of GIDAS in Aisch & Farmington; Genes in Diseases and Symptoms (GIDAS) teaches high school students computational biology and aid students in publishing their research."
"School Permaculture Club Founder and President; Aiming to establish and raise awareness about a sustainable life, we started a vegetable garden at school and harvested the produce for the cafeteria."
"American Red Cross Club, Founder and President; Organizes youth volunteers of the ARC, conducts service projects and fundraisers for the local and international community."
"Co-founder, President, and 1st board of Chess Team; Taught and fostered love for chess in students and prepared them for tournament-style playing. Placed in numerous state and national tournaments."
"Paratus Club (""prepared""). Founder & President.""; Created & managing club to prepare high school students (36 members) for independent living in college (nutrition, fitness, finance, safety)."
Female Founders: Internship; Solo Task:research female entrepreneurs' depiction in Singapore media.Report published on company website to raise awareness for gender labor equality.
"Founder & CEO, Power Elite LLC; Established LLC focused on the development of mobile applications and websites for customers. Currently 2 apps, 3 websites, and various works in prog."
"Founder, Winter Coat Drive for Children; I initiated and implemented this community service project to collect winter coats for children in the Washington D.C. area who visited SOME."
"Founder of Hope for Aleppo; I founded Hope for Aleppo to support humanitarian aid for Syria through fundraising, translating, and reporting news."
"Co-President/Founder  of the Art Club; Started a free art summer camp, painted murals and ceiling tiles, designed prom and school dance decorations, and volunteered as an art teacher."
"Co-President/Founder of It Takes A Village Club; Tutored subjects from math to reading to children of all grades at homeless shelters, and organized club members to create food and activities."
"International Baccalaureate Support Group- Founder; Recruited peers to found a group that provides emotional and academic support to IB students. In one case, we intervened to prevent a suicide."
Petsitting Business - Founder; Established and marketed the business. Worked with clients to provide pet care services.
"Culinary Club - Founder; Formed this group to explore cultures of the world through food. For each gathering, we selected a region, researched, and prepared traditional food."
"President, founder of Ethics Bowl at OSSM.; Led the inaugural Ethics Bowl members toward 2nd Place at OK Ethics Bowl Competition."
"Founder: Aer.fund, Item-Based crowdfunding; ""Top 11 Startups in Ethiopia"" by VentureBeat; ""Best Business Model"" at Lean://gap; Partners with Red Cross & MassChallenge Winner Catie's Closets""."
"Co-Founder and Leader, Philosophy Club; I lead weekly meetings where we discuss a different philosophical question (proposed and decided by members) in an informal setting."
"Founder, president:School Voluntary Society; I collaborated with school's administration office and set up this students' club to deal with daily campus problems. Convened 50+ members."
"Founder and President; I established a winter club, and we competed in the Colgate Games."
"Book Club, Co-Founder and Co-President; I wanted to read, and discuss in greater detail, literature and genres not taught in school, so I created a club."
Founder of Girls Who Code-Alpharetta Library; Allow females (6th-12th) grow an interest in coding.
Founder of Political Awareness Club; Educational club for those who wish to be informed about American politics.
"Co-Founder & Chief Organizer, Tu Sach Bay; Established and currently run small community libraries at two locations in Quang Ninh (our coal country), Vietnam."
"The Fine Tuning Chamber Group: Founder and Leader; Our chamber quintet voluntarily plays music at the Sayre Christian Village, an assisted living facility. We have served over 50 hours."
"Sarah's Book Club for International Teens: Founder; I am the founder of this book club. I lead discussions on books that we read together, and help them with their English conversational skills."
"Co-founder of ZodiaApparel.com; Co-founded Zodia Apparel, a hand-drawn t-shirt design company that donates profits to the American Cancer Association. We have donated $830 thus far."
Co-Founder Cate School audition only Dance Company; Soloist. Featured dancer and choreographer of modern dance. Closed the student showcase with my original solo. Chosen for duets.
"Founder, Mesa Lax; Founded small company stringing and reselling lacrosse equipment. Keep up with company over summers. Profited over $2k. Learned business principles."
Founder of Rubik's Cube Club at my School; I led members of my club in activities ranging from sessions on teaching how to solve a cube to competitions with prizes. My club had 22 members. .
"Founder of Food For Friendz; Initiated and chaired local charity, supervised fund collections via road shows, food stalls, and food drives."
Founder of Township Operation Backpack; Instituted and pioneered the annual backpack drive to facilitate school supplies for underprivileged students. Received recognition from Mayor.
"Photography Club Founder and Leader; provide free event photos (i.e. senior pictures, prom, sports, family photos etc); create artwork and memories to decorate schools, homes, and offices."
"Model United Nations Founder and President; organizer of Model UN team, events, meetings, and practices."
"Founder & Chairman of Charity Brighouse; Rec'd Gov. General Caring Canadian Award (national) & Richmond Outstanding Community Award, Organized >30 events supported by >400 distinct volunteers."
"Founder of Torrey Pines Casa de Amistad Club; Organized 15 high school students to mentor and tutor 7th & 8th graders from disadvantaged backgrounds, Tutored 3 seventh grade students."
"Founder, Tozai Rural Women Empowerment Initiative; Women's empowerment through economic independence, providing employment to more than 100 rural women. Covered in Mahasatta regional newspaper."
"Founder, school magazine, BISionary; Created team, designed mag, collected, edited and contributed articles. Raised funds thru bake sale + lottery. Also writer for yearbook."
"Founders' Day, Bombay International School; Played the role of the Cabinet Minister in Rigmarole, and the role of the Clown in Godspell."
"Founder of ""A Barrel of Nuts""""; Convinced the e-educational company Viewshare Co.ltd to donate their 10 thousand dollars per school videos to 40 schools In Guangxi,Gansu,etc.."
"Founder of ""A Barrel of Nuts"" Subtitle Group""; Translated some videos from Khan Academy; donated to Remote Area With Community organization and shared them on Weibo, getting thousands Click."
Founder of Tamarack Camps Teen Council; Started a junior board to include camper input in decisions and policy making.
"Founder of Music is Instrumental: service org.; Started Honor Band for middle school musicians with conductor, 30 musicians, and 10 high school mentors in spring 2016. 2016-2017 full season underway."
"Founder & teacher of science initiative; Developed program to enrich science education taught to elementary school students at IICS, prepared experiments, gave short talks."
Exploring Culture Club founder and head; Gathering students together to present different cultures through story-telling and performances.
"Founder and leader of Chinese Film Nights; This year, I started a new activity in which Chinese language Students and Chinese boarders watch and discuss award-winning films together."
Saving Paper project founder and co-head; Remaking wasted paper into notebooks and selling them at school and thus have recycled thousand of pieces of paper.
"Founder, Photographer, Humans of RCDS; As founder of  ""Humans of RCDS,"" I introduced RCDS students to the community in a different way through photography.  Instagram: @HumansofRCDS""."
"Founder and President of the McCallie Medical Club; For students interested in the field of medicine, and support local charities, learn about special topics in medicine."
TEDxWaltonHigh Lead Organizer / Founder; Led Organization of first TEDx event at High School; Integrated Student Speaker Competition into Literature curriculum at School; .
"Co-Founder, soccer club; Habitat for Humanity; Assisted in the formation of the club, played organized games of soccer, instructed beginners soccer techniques; helped build homes for impoverished."
"President and Founder of ""Future Physicians""""; Heads an Upper School club which introduces classmates to a career in medicine. Raised $1,000 for hospitalized veterans."
Founder of Oberoi Film Festival; I led and organised the Oberoi Film Festival and taught directors how to make films.
"Founder/President, Debate Club; Founded the club to lead meaningful discussions in medical ethics; attended the 2015 Harvard National Forensics Tournament and 2014 Yale Tournament."
"Senior Leader, Co-founder of school urban garden; Worked with faculty to design, build, and maintain the school's first urban garden. Half of produce goes to 3 under-privileged schools in Charlotte."
Co-Founder and Co-President of Environmental Club; Lead our club in environmental education and service projects around my school and community.
"Co-Founder/President, Red Cross Club; Volunteer at local charity events, fund raise for disaster relief organizations, organize blanket drives for the homeless."
Founder and President of Entrepreneurship Program; President at Rutgers Prep. & Founder of the program at American Heritage. Winner of the Miami Herald Business Plan Challenge through my program.
President/Founder; I founded the MIT Launch Club this year.
CEO/Founder of Hercules Protein Gum; I am the CEO and founder of Hercules Protein Gum. We currently in process of obtaining patent and a licensing agreement with large gum companies.
Co-Founder of RentAll; I am a co-founder of RentAll. We are winners of the Miami Herald Business Plan Challenge. www.rentall.rent (View add'l info in common app).
"Founder/President of the ""Book Inkler's Workshop""""; Taught students to write fiction and non-fiction books of several genres. Had them enter writing competitions. Had poem published in ""Teen Ink"" mag.""."
Filmmaking and Film Club Founder and Co-President; I am a part of the filmmaking program at my school and acted as the Co-President and Founder of the school Film Club during my junior year.
Founder of Art Program; I work with children at the Down's Syndrome Guild of Dallas to create sensory-based art with children.
Founder/Vice President of Eastainability Club; I founded this club with the goal of increased campus sustainability. I coordinated the funding and creation of an on-campus Native Plant Garden.
"Founder and President, Wakeland HS Chess Club; I organized club meetings every other week and organized the first district wide chess tournament."
"Founder and manager of two Instagram accounts.; Operating and facilitating paid promotions on Instagram accounts @hpfashion934 and @butterbeermug, which have a collective 300,000 followers."
Co-President/Founder of Medical Science Club; Aims to expand aspiring student physicians' knowledge of the medical field through presentations by medical professionals and interactive activities.
Founder and Owner of Private Bay Tampa LLC; Created streetwear fashion brand. Managed social media and supply chain. Created online store website.
"Co-founder of Create Your Canvas Service Project; Berkeley Service Scholar Award (monetary grant), plan art projects for kids, interact and teach technique, share my passion for art with youth."
"Founder, President; Student 2 Student, Peer Guidance to New Students."
"Performance Club Founder and President; Organized student musicians. Arranged performances at assisted living, charity and community events. Raised funds to buy instr. for needy students."
"Founder of Kids2Kids Books; Coordinate book drives to bring underprivileged children books of their own-to date, over 5,000 books donated to the local Dept. of social services."
"president and co-founder of fashion club; We initiate to produce one magazine each school year, including photograph, newspaper article writing and magazine layout design."
"Politics Club, Co-Founder and President; A club devoted to discussing and debating the current political events in the United States."
Co-Head and Founder of Future Me Club; Volunteers travel to shelters and read to children to help provide comfort and academic stimulation.  Selected by school as most likely to succeed.
Co-Founder and Vice President of Chess Club; Organize and lead weekly meetings/tournaments for 40+ students.  Teach elementary school students chess skills/strategies in after-school program.
Young Independents; President and Founder; Lead weekly non-biased conversations about current events.
"Medical Science Club; President and Co-founder; Participated in labs and research, shadowed medical researchers at UVA,  coordinated speakers and mentoring partnerships."
Founder/Dreamers; Club founded to provide student valuable information regarding college processes.
Co-Founder and Co-President: Science Olympiad; Oversee 4 science competitions: meet weekly to prepare for competitions; organize meetings; select team members; develop study schedules.
"Founder, Tech Grandson For Hire; Founded a technology assistance business geared toward seniors and small businesses;  solve problems for both PC and Mac devices through home visits."
"Founder and President of Creative Kids Care, Inc.; At 9, I founded this 501(c)(3) national NPO. I have built 10 chapters, run over 25 events and raised over $100,000 to donate to children's charities."
"Founder and Co-President of ""Sportography"" Club""; Student club that takes pictures of athletes at varsity and JV games and posts these pictures on a website and Instagram page for students to download."
"Founder & President of Natl. English Honor Society; inaugurated school wide English tutoring program, organized largest school book drive, created & judged local elem. school writing competition."
"Philosophy Club: Co-Founder and Co-President; Discuss/ debate topics such as perception of color, categorization of objects, implications of self-created societal traps, etc."
"Literary Magazine: Co-founder, Co-president; As the head editor, I put together a school magazine of student art and writing from all grades."
Founder and President; Founded to help high school students have a more active role in helping the underprivileged in our local community through working with non-profits.
"President and Co-Founder of the Brain Trust Club; raised money and awareness for neurological diseases by having guest speakers come talk, having fundraisers, and holding events to raise awareness."
Founder of Program; 800;1600;3200; 3x District Qualifier.
"YMCA Youth & Government, Competitor and Founder; Competed in region and state levels, debated in Legislative competition, authored Bills for debate at the Texas Legislature."
Superhero Club- Cofounder/Vice president; Discussion/Debate about superheroes as well as watching movies.
"Libertarian Club, Co-Founder & Vice President; Drafted by-laws and constitution; organized Pine Crest Town Hall w/ other political clubs; open to students of all political viewpoints. ."
Founder/Choreographer; I teach the young girls at my church how to praise dance; We perform at our own church and occasionally at other churches.
"CO-Founder, Logan and Sam's Workshop llc.; Nonprofit based around building wooden toys for homeless children and raising money. Huge support received. Featured in numerous media articles."
"President & Co-Founder: Libertarian Club; Co-founded political forum for political dialogue, created constitution and by-laws, led first school-wide political debate with Libertarian Party."
"Exec. Producer & Founder: PC Market View Update; School's monthly finance and stock report; responsible for production team; silver medalist, STN Craft Achievement Award."
Founder - Speech and Debate Club; Passion for Speech & Debate lead me to initiate the club; am in contact with president of Massachusetts League; preparing club members for competition.
Founder and Co President; Founder and Co President of Generation United Nations.
Founder and President; Founder and President of Muslim Students Association.
Founder of Nor Cal Society of Toxicology- HS; I started the first high school chapter in Northern California to create interest and awareness of toxicological career paths.
"Co-Founder and President of Problem Solvers; As president, I have played a role in helping our club receive a $700 grant to help with food deserts and hosts volunteer events."
"Co-Founder/CEO of Preloved; Nonprofit that promotes a love for learning by donating backpacks, school clothing and supplies to underserved children."
Founder/President of Teens Take Action; Club encourages students to take action in issues such as the presidential election and migrant crisis. Conduct fundraisers and service projects.
"Founded and Led Week-long Intensive Course; I planned an intersession on vocal music for 13 students combining a lecture series with hands-on learning, field trips, and a performance."
Co-Founder/VP - Active Minds; raised awareness around mental health and reduced stigma on campus. Responsible for organizing activities - group discussions and projects.
Co-Founder of Environmental Protection League; Environmental Protection League of High Schools focuses on and deals with environmental issues on campuses and all around the city of Guangzhou.
"Co-Founder & Co-President of PAMA; Performing Arts and Music Association promotes the accessibility of performing arts to more students, holding dance showcases and grassland concert. ."
"Co-founder of Math Advancement Center; Organization at local library. Teach middle school students competition math. Make and print out lesson plans, give lectures."
"Operation Necessity: Founder, Non-Profit Charity; Volunteered and Mentored Children in Organisation Des Petits Anges De Miheber and Foyer Des Petits Anges De Miheber in Haiti."
Co-Founder of Amador Valley Team for TARC; Participated in the National Competition (Team America Rocketry Challenge) & competed with contestants from around the country; won honors & awards.
"Co-Founder of Aviation Club, Amador Valley High S; Recruited members, taught knowledge on aviation, promoted participations in drone competitions, and encouraged interests in aerospace engineering."
Founder of Savannah Kids Code; A community oriented nonprofit program that focuses on teaching kids basic computer programming skills.
"Red Cross Club, Founder and Co-chair; As a co-chair of the Savannah Country Red Cross Club, I help organize fundraisers and lead student meetings for the club."
Founder and Executive Board Member of CYACA; The Chicago Youth Alliance for Climate Action (CYACA)  is a student led and founded non-profit that helps to educate teens on climate change.
"Co-Founder, Co-President, Students Without Borders; A student group focused on global health & serving refugees through service projects, with 4 school chapters, sponsored by Neighbors Emergency Centers."
"Making Smiles Happen, Co-President and Founder; Led volunteers in creating crafts and activities for sick children and their families staying at the Children's Inn at NIH."
"Captain of Track team, Founder, Whitman Track Club; Led track and field team and club members in rigorous training regimen. Attended regional and national meets. Placed 7th in Regional Championships."
"Founder/President of Gay Straight Alliance; Raise an awareness for LGBTQ respect at school:brought guest speakers, fundraised to buy LGBTQ books for classes, held anti-slurring campaign."
Co-founder/ Vice president of badminton club; Assist members to learn and strengthen their badminton skills.
Founder and President of UNICEF club; I founded club along with a classmate to benefit UNICEF and raise awareness about global issues. I planned service projects and collected donations.
"Global Humanitarian Club Co-President and Founder; The club performs often does charity work with local, culturally diverse organizations."
I am the president and founder of the IT Club; I created this club for the purpose of using things that people are curious and passionate about to encourage intellectual curiosity.
"Founder & Manager; Recruited coach, advisor & members. Arranged venue and equipment. Won outstanding Organization Award on Recruitment Day."
Founder of Harkness Table discussion; Created small group to facilitate in-depth discussions of interesting topics including voting behavior.
"Co-founder, Comm. Mgr.; Outreach Movement NJ; Coordinated with a homeless youth shelter; set up communication-based equipment; provide weekly online tutoring sessions to help students pass the GED."
Co-Founder and Co-President of Henderson's Girl Up; For my leadership role: the Widener University High School Leadership Award and a Daughters of the American Revolution Good Citizen nominee.
SMAArt Social Media Awareness Art - Founder; Founder and President of organization to address critical social issues facing adolescents and teenagers; create digital citizenship programs.
"Math Club, founder/organizer of weekly meetings; Organize district math competitions with avg. 40-60 students in attendance, prepare a team for other math competitions, and promote math in community."
"VHS Water Project, Founder and President (11, 12); Raise awareness and funds for universal clean water access. Provide water filters to impoverished families. Promoted club's mission through editorial."
"Speech and Debate Institute, Founder; Developed concept and initiated program to introduce speech and debate to elementary school students. Emphasize current events and research tactics."
"Co-Founder, DebSoc - School Debate Society; Founded Debate Society, recruited 30 members, trained juniors for MUNs and Debates, organized over 15 debates annually over 2 years."
"Founder, Creative Minds; Devised a creative writing contest at my school, to be held in 2017. Duties include selecting judges and organising entries."
Co-President and founder of GAINS club; To encourage more girls to learn about and pursue STEM careers. Help connect with other women in the STEM community for guidance and networking.
"Founder of Project Grateful; Raised $1,600 to buy 150 toys for children at Duke Hospital in 2015. Raising money now for Haven House, a shelter for at risk youth in Raleigh."
Cofounder of HOSA; Created the school chapter of HOSA to introduce members to the medical field through a series of speakers and activities.
"Co-Founder of Project Grateful; Participated in multiple fundraising events to benefit Duke Children's Hospital throughout the school year. Junior year, we raised over $800."
"Newman String Ensemble Founder; Played violin since age 6, played in Greater New Orleans Youth Orchestra through 11th grade, founded Newman String Ensemble 12th grade."
River Dell Zoology Club President/Co-Founder; Volunteering at local zoo; educational outreach to local schools and youth groups; animal care for school pets.
LovInk NJ- Founder and President; Hand wrote and printed 225 scientific books for underprivileged students in Paterson. Raised $3000 for designing/instructing science courses.
"Founder and President - Muslim Students Group; Led political, religious, and social discussions aimed to inform participants about Islam. Analyzed Islamic issues on a local and global level."
"Founder and Leader of the Chess Club; Planned yearly in-school chess tournaments, 1st in the Louisiana State Scholastic 2014 Chess Tournament, 1st in Kia Kima Chess Tournament."
"Co-founder of Performing for Pencils, a nonprofit; Organize/produce annual high school talent show benefitting 90,000 St. Louis kids. Raised $40,000 in money and school supplies for kids in need."
"Co-founder, Jewish Culture Club; Co-founded Jewish Culture Club; build bridges of understanding and communication among students of different religions; discuss Jewish current events."
"Founder and President of ""Soccer for Solutions""""; Organize volunteer to play with disabled children at the Special Needs Soccer Association. Created annual bubble soccer tournament fundraising event."
"Founder, Sanwan Education Program; Teach 25 underprivileged students; established an annual summer program since '11; led a team of 6; provided psychological counseling and support."
"Founder, Organizer, Sanwan Social Media Platform; Regularly update platform to report lives of kids in Sanwan & promote access to education; recruit members of Sanwan Education Program."
"Economics Club Founder and President; I participated in the National Economics Challenge Adam Smith Division, advancing to the state level and finishing as a Texas semifinalist."
Founder & Editor of Humans of Oakton High School; Conducted 200+ interviews with students and faculty and wrote 200+ stories. Manage platform content and traffic; Maxed 3000 viewers per post.
"Co-Founder & Vice President of Gender Equality Clu; Created to promote a tolerant community, free of sexism or any unfair pressures relating to stereotypes.Work with board of officials and organizations."
"Founder and President of Interact Club of NBPS; Building a community through projects with local organizations, our school, & Rotary Club. Raised $10,000 for child cancer research in April 2016."
Founder and the President - USA Bio Olympiad Club; Mentored the members of the club to prepare for the Bio Olympiad test.
"Founder and President, Never Forget Club; Sheds light on the Holocaust and other human rights atrocities and genocides through education, awareness, and activism."
"Co-Founder and Leader of Art Club; Organized events centered around the arts: haunted house, showcasings, fundraisers and community activities."
"Florence Fuller Center, Chess Program Founder; Founded chess program at child center. Teach lessons, prepare students for tournaments, organize classroom competitions."
"Table Tennis Club, President and Founder; Founded club in school. As President I primarily organize school tournaments where both students and teachers participate."
"Founder and CEO of Samantha's Library; Launched nonprofit to promote literacy; raised $10,000 to donate e-readers to foster children in SOS Children's Village and books to hospitals."
Founder and president of Sergeant Pepper's Club; Created a club to support the school community through moral support and acts of kindness like putting a personalized valentines card in each locker.
Founder for the SVHS Red Squad; Helped initiate a student pep squad favorably acknowledged by parents and fellow students. Encouraged school spirit and plan various spirit events.
"Protecting Animals Worldwide Society, founder; P.A.W.S. founder and head, hold fundraisers for local and international organizations, lead monthly meetings to discuss animal rights issues."
Founder/Designer; Created StyleLab which provides fashionable lab wear for women.
Co-Founder of the Falcon-to-Falcon Mentor Club; High achieving minority students would work with low achieving minority students to help them in school.
"Co-founder, World Literature Study Group; Discuss modern Chinese literature and western literary works; request the school to offer a literature class that will open from the fall of 2016."
"Founder of company Zodia Apparel; Founded Zodia Apparel as a way to raise and donate money to the American Cancer Society. Design, create, and sell hand-drawn t-shirts."
"Girls In STEM Founder and President; Created & grew the program to 100+ girls, 25+ volunteers & 3 locations; organized & led free STEM classes in the community; built girls-in-stem.com."
"Founder and President of World Nature Organization; This club intends to reduce the effects of global warming and climate change. As the president of the club, I have led the club with a clear vision."
Founder and President; This organization promotes the Pro-Life awareness in teens; the purpose of this group is to promote healthy lifestyles in youths.
"Lucy's Friends Co Founder; The activities that I coordinate include: baking, coloring classes, special games design, watching movies, and organizing shows."
Founder- Tennis Community Cares; Jefferson Award for Public Service San Francisco Bay Area 2016- www.tenniscommunitycares.com.
"Founder and President; I founded a coding club to teach students how to code and create their own personal website through HTML, and CSS."
"President and Founder, Gunn Microfinance Club; First school club exploring microfinance & social entrepreneurship with 12 members: micro-lend through Kiva; organized talks from featured speakers."
"YISS eSports Club; Founder; Founded inter-high school eSports league, found sponsorship with AfreecaTV, founded YISS eSports club."
High School Boys Discipleship; Founder; Christian-development group that focuses on fellowship and accountability.
"Co-Founder & President: Wheeler Music Outreach; In charge of club operations; increased membership from 10 to 50+; organize performances at senior homes, schools, & a special needs childcare center."
"Co-founder and facilitator, COH Service Club; Founded group to run cognitive and motor skills development activities for special needs individuals. Inspired by semester-long research project."
"Co-president/Founder of Be Glorious Club; Raising money in school by selling shirts, jewelry + bake sales; proceeds donated to Be Glorious Orphanage in Tanzania and Guatemala."
"Founder; Hartpacks; Founded an organization to distribute backpacks filled with various amenities to people in need suffering from natural disasters, sickness, and more."
Co-founder and Secretary of E Sports Club; Created mission statement for the club and organized meeting places. Took attendance and minutes. Discussed communication skills needed for E Sports.
Founder - Code Like a Girl Project; Created and conducted a two week summer computer coding project for five rising middle school girls.
Founder and President of Speech and Debate; I compete in Public Forum Debate and placed in multiple tournaments from 1st - 4th awards and was recognized as the best female debater of the state.
Co- Founder of Girls Get Strong; Assisted in the creation of the organization. We plan events that aid in supporting young female athletes and young girls in my community.
Co- Founder of the Science Club; Work on demonstrations to present to younger kids to spark an interest in science. We also expand our own knowledge by working on labs.
"Co-founder of school Trading Tactics Team; Co-founded and expanded from 7 members, who participated in the Wharton Investment Competition, to 40+ members."
Founder: SHARP(Non-profit charitable organization); Founded non-profit with 5 friends to raise money for the education of underprivileged children in India.  Have raised $2000+ in the last 6 years.
"Co-Founder  of Students Offering Smiles 501(C3); Responsible for the leadership, fundraising, volunteer recruiting and overall planning of the annual S.O.S mission trips to Kingston, Jamaica."
Founder of the Big/Little program; Recruited Senior girls and paired them up with freshmen girls and organized activities so that the seniors can guide the freshmen.
Co-founder of More Than a Book Club; Kent Denver's first book club that allows readers in the community to come together and express their passion for books of any kind.
Founder and President; Founded and grew club to over 20 members. Taught fellow students about finance and investment. Will compete in GA division of Stock Market Game.
Founder of local chapter; Toastmasters; Practice in the art of speech.
"Co-Founder and Vice-President of CHS DECA Club; Promoting the club among students, recruiting new members, setting and monitoring club's goals, running club meetings, and organizing club events."
"Founder of jewelry business: marveluos.com; This website sells handmade jewelry with the intention of bringing together feminism and femininity, two polarized concepts in today's society."
President/Founder of Major Leagues; Major Leagues is a club that performs music for nearby nursing homes. Our repertoire ranges from Christmas carols to Daft Punk.
Mandeville Helping Hands - Founder and President; Focuses on volunteerism and fundraising to support disadvantaged members of local community.
Founder and Director of Sai Help Foundation; 501(c)(3) non-profit organization with one PreK-12 school in Panama; Created the website (saihelp.org).
Founder and President: S.H.F. Club; 100 Members; Linked Webb School of California with Sai Help Foundation (school in Panama and temple in LA).
Founder of Hodgetts Service Saturday; Organized and participated in volunteering sites: Planting trees in local botanic garden in Port Hope & Children Day Care.
"Founder & Editor-in-Chief for Nova Newsletter; Took initiative to make the 1st ever student newsletter, distributed monthly to all teachers, oversees all functions of newsletter before publication."
"Team Captain/Founder of Varsity Science Bowl Team; For both years the team has existed, we have advanced to the state tournament. In the past year, we placed 3rd in state."
"Founder and President of Global Health Impact; I founded the Global Health Impact initiative in an effort to donate $2,000 worth of medical equipment to underserved populations around the world."
"Founder, Online Sneaker Forum; Introduce history of sneakers; Create a community of sneaker culture; Obtain Sponsors from sneaker shops."
"Cofounder, charity club JAMBO; 80 members in the club;Record CDs introducing cultural diversity;donate books and CDs to Kenya and Shaanxi;Painting activities on African culture."
"Founder/President, Chemistry Olympiad Club; Recruited and trained 14 members to take Chemistry Olympiad Exam. In 2016, 1 member earned Honors, 7 members among top 50 in state."
Yoyo club founder; I founded and organize my school's yoyo club. We meet weekly to learn new tricks and to prepare for performances and competitions.
"Founder of Quoc Hoc green chemistry club; I work to identify simple ways to limit waste and converse energy, encouraging students and faculty to apply these methods."
"Founder & Leader; Chemistry Club; Provide chemistry test & assignment help, arrange visits to local colleges & science research facilities, facilitate Q&As about researchers' work."
"Founder, high school medicine club; invite physicians to teach basic knowledge of medicine, arrange tours to famous universities, practice first-aid operations."
Co-Founder - Aspire DxB; Career and higher education consultancy startup. Served over 150 students so far. Named best business plan at Gems Modern Academy's innovation fair.
"Founder, Chinese Tie Dye Club; Learn Chinese Tie Dye( traditional art form in China) and won many prizes, work as a TA in high school."
"Founder, Outdoor Club; Responsible for recruitment, schedule and funding. Hold many activities like rock-climbing, hiking and watching the sunset views."
"Co-Head/ Co-Founder of Asian Culture Club; Co-Head and Co-Founder (12th grade). I created a club to promote Asian culture, help exchange students adjust to life, and come up with fun activities."
"President and Founder, Anatomy Club; Helped to foster an interest in anatomy by organizing activities and guest speeches by doctors."
"Editor-in-Chief and Founder, Newspaper; Revitalized the school newspaper, wrote articles on assorted school and community happenings, and cooperated to publish a monthly newspaper."
"Founder and President, Charity Club; Founded and led the Charity Club, in which we volunteered at hospitals and held drives and fundraisers for less fortunate individuals."
Founder; President / Calligraphy Club; Organized bi-weekly workshops on Chinese calligraphy and art; tutored Chinese characters for students taking Chinese; mini lectures on Chinese culture.
"Co-President and Co-Founder of Cooking Club; Members share passion for cooking and taste exploration, rotating responsibility to make lunch. Co-presidents organize activities and cook most often."
"Founder & President: Broward Pet Connection; Created organization that connects foster dogs with lifetime companion families, enabling the animals to have a better life."
"Founder and CEO, ProjectNBYOUTH; Non-profit organization for raising awareness and action about environmental sustainability issues in youth globally. Received national awards/grants."
"Founder and President, MICDS Teen CERT Program; FEMA certified medic; Volunteer as medic at local events; Started FEMA approved CERT (Community Emergency Response Team) training to local students."
Co-Founder/President-MICDS Global Perspective Club; Raised awareness & relief funds for natural disasters in Nepal & MO. Organized meal-packing for 10K meals overseas; link students w/ volunteering opp.
"Founder -  Operation Save our Smiles; Started a community service drive to collect 4,260 dental supplies for Miswak Foundation to be used in mission trips to southeast Asia."
Founder & President - Doctors of Tomorrow Club; Founded DOT club with 60 members signed up. Invited speaker doctors every month & planned 4 hospital tours. Organized toy drive for Shriners Hospital.
"I founded the Sports Statistics and Analysis Club.; We discuss advanced sports statistics and other sports topics. Meeting activities include producing podcasts and analyzing ""statistics of the day.""""."
"Founder, Memory Minter (Start-up); Launched an e-retail company, manufacturing personalised memorabilia for the boarding school circuit with an estimated turnover of Rs.1Million:2016-17."
"Founder, Pegasus - Hope for Forgotten Horses (NGO); Worked with Friendicoes(SECA), rescued & registered 40 abandoned horses for sponsorship; established an incentive system for donations & raised Rs100k."
"Trinity Drama&Speech Grade 8; Founder-ProjectFalak; Directed 2 award winning house plays, founded ProjectFalak to spread awareness for education&child marriage via street plays with underprivileged kids."
"Co-Founder and President/ Orphan Outreach Club; OOC is a club that advocates the orphan population of the DFW area through volunteering, participating in a pen pal system, and hosting fundraisers."
Co-founder of the Latino-Hispanic Coalition; Founded an affinity group for Latino/Hispanic students at Park that offers a forum for discussions and sharing of backgrounds and holds school events.
International Club and the co-founder; Learn about other world cultures and led group activities.
Founder/CEO  - TutorTogether.com; Peer to peer academic platform that I launched on Web & IOS App with team of 5. Lead and presented at startup fairs & school entrepreneur initiatives.
"Co-Founder - Hercules Protein Gum; Created a working prototype for protein gum. Started as school entrepreneur initiative, prepared business plan, and working on product patent."
"Finance Club Founder and President; Through Finance Club, I instilled an interest in finance and economics by holding yearly stock market challenges which 50 people on average join."
"Co-Founder of Killawatt: Green Technology Startup; Created a low-cost device that turns lights on/off by counting people in a room, winning Power Pitch award at Conrad Spirit of Innovation Challenge."
"Deeper Discussions Club (Founder/President); We discuss in a positive and open manner ethical dilemmas, political issues, social issues, legal issues, etc in a Socratic style environment."
Founder & President of Media Club; Led students to self-direct and produce videos that highlight aspects of our school such as the sports program and special events.
"Co-Founder, The World Changers(NGO), Worldwide; Co-Founded and participated in Public Health and Edu projects took place in Tanzania, Laos, and Japan from Summer of 2013 to 2016."
Founder/Website Creator (soccergives.org); Soccer Gives Charity-My charity goes to countries in South America where I donate soccer equipment and clothing. I also run soccer clinics.
"HOPE (helping orphans prosper and excel): Founder; As the founder and president of the club, I took part in finding volunteer opportunities and organizing the foundation of the club."
"Captain/Founder of Science Bowl; Weekly practice, will participate in competition in Feb. 2016."
"Founder, My Cambodian Sisters; Founded www.mycambodiansisters.org, providing social support for 25 teenage girls from poor, abusive families who live at PAGE in Siem Reap, Cambodia."
