label,text
0,a social campaign initiated as a platform for young individuals to engage in community service projects.
0,provide laundry services at monthly events for over lowincome homeless people fundraised to date lead staff of.
0,founded uwcsea chapter of tabitha went on two service trips to cambodia sponsored by taibtha ngo.
0,theory club aims to feel the paucity for ethnic studies efforts at my school it serves to show sociological processes implications in pop culture.
0,lead an org to help underprivileged in community collect food christmas gifts etc started a mentor prgm btwn young and old dancers.
0,i formed a new club providing the forum to brainstorm ideas for innovative products and how to build a business plan.
0,i tutored and taught th graders accelerated math to prepare them for the math kangaroo test.
0,founded student rock band europa played regularly in school assemblies christmas and halloween parties and charity concerts outside the school.
0,founded group to beautify my hometowns utility boxes lobbied city leaders presented to arts council fundraised from local businesses.
0,established a space for my peers to unite and share their musical abilities with the surrounding community through biannual recitals.
0,founded a garden project and worked aside children to empower them to be able to supply fresh fruit and vegetables to their orphanages.
0,a professional combo premiering in several public venues in illinois.
0,promote involvement of asian americans in civil society support international transfer students organize weekly activities and large events.
0,i created a jv tennis team to offer girls a chance to master their tennis skills i am the founder and captain of this jv girls tennis team.
0,study successful and unsuccessful business techniques and create our own businesses using what we have learned.
0,we held fundraisers to donate money to the regional chapter and held two house builds.
0,founded the team and the club for teams a nationwide science and engineering competition tsa club now has over members placed in national rounds.
0,as council member oversee high school clubs in westchester as president of shs red cross raise awareness and funds for communities in distress.
0,find conduct environmental opportunties projects per year recruit volunteers create budget plans deviseconduct fundraisers for charity.
0,this year i had the opportunity to start a science national honor society chapter at my school we do a variety of activities in the science field.
0,this activity is stemchemistryscience olympiadi was a national chemistry olympiad finalisti have won several awards in science olympiad.
0,i founded an education program in our local community for underprivileged kids i volunteer at the hospital and the local food pantry weekly.
0,lead group activities such as yoga and meditation that helped to relieve school related stress.
0,founded an online entity focused on providing detailed information to interested individuals on pressing local and global issues.
0,educates members through lectures experiments field trips competitions numerous guestspeakers and advocates community service.
0,share love of music through mt for hospital patients founder of collaborative mt program btwn school inspired living at tampa for dementia patients.
0,fundraising advocating and educating as a volunteer branch of unicef organization.
0,raised foundedplanned svhs mdm benefitschildrens miracle network and local childrens hospital with local community and student body.
0,tatums bags of fun distributes bags full of toys to every hoosier pediatric cancer patient i founded a tbf club at my high school in grade.
0,organize team schedule research and write cases train younger members compete in national tournaments twotime nys championship qualifier.
0,a extracurricular club in which students played table tennis in a competitive atmosphere.
0,help seven students to graders enjoy and gain a better understanding of math.
0,mentored easternwestern archt research field trips sketches engineered cardboard chairs wo tapeglue fundraised at local market.
0,made presentations to members and created posters on global issues sponsored a vietnamese child as a group through worldvision organization.
0,coordinate local program for high school students to teach lowincome and at risk children to play instruments for therapeuticartistic expression.
0,created and lead a youth group to promote the prolife movement as well as other messages of positivity and service efforts within local communities.
0,created a program to teach english classes over skype to low income students in neighborhoods on the coast of colombia through a local school.
0,i started my schools ultimate frisbee team captain i organized games scheduled practices found a coach and designed uniforms.
0,founded a volunteer organization and constructed a client database that includes the tulsa library system and two senior living communities.
0,attended democratic national convention accepted into and attended summer program international relations.
0,giving to the less fortunate.
0,leads clubs in monthly meetings about issues within our school community and the members experiences as women of color.
0,i founded the williamsville south young political minds club a club dedicated to political involvement and volunteerism.
0,competitive events national finalist top in tsa debating numerous state finalist awards founder of stem academy middle school stem program.
0,collected articles of festival and daily clothing to an aids orphanage in india organize clothing drivesshipments recruit volunteers.
0,use personal profits from contracts with filmmusical companiesdirectors for composition to provide young musicians performance opportunities etc.
0,led practice and performed with members my composition and other published songs as guitaristdrummer for school assemblies and other special events.
0,we provide a way for kids who love the spanish language and celebration of hispanic culture were known for our fun performances.
0,i created this club to teach girls about how the technology we use everyday works this club was the basis for my gold award project for girl scouts.
0,organize annual fundraiser to grow and sell tomato plants to benefit churchsponsored orphanage in kenya worked at community food pantry monthly.
0,i teach members the basics of investment by using an app.
0,chapter founder president and competitor for club that helps students prepare for the annual national history day contest national award winner.
0,we hold discussions and we invite business leaders to engage with students the producer of shark tank recently accepted an invite.
0,launched this wechat public account published opinion pieces about social issues experienced through books and different media sources.
0,initiated to provide us students an opportunity to know more about chinese culture and teach local students english.
0,i raise money for feeding america and unicef while sharing my culture with my peers and practicing the art that i love.
0,this club discussionbased club focuses on current medical issues and premedical research opportunities for high school students involved in stem.
0,this is a fastpaced science buzzer competition which i founded in high school after competing in middle school.
0,cofounder of minority empowerment coalition a school club centered around aiding disenfranchised communities of color.
0,we explore the world of entrepreneurship learning how to start organize and develop a business.
0,i take personalized orders from students and teachers donating the money to those in need i have personally donated in a given year.
0,founded first club for younger students who i train for our schools competitive and popular mun squad draft practice resolutions and chair debates.
0,we do activities related to business.
0,recruited over members made practice exams to prepare teams for competitionorganized and led team meetingsteam qualified for nationals two times.
0,built up communal participation in stem and transformed it into a school club taught students and ran stem nights throughout the years.
0,studied feasibility financial liability of business ideas in columbia bus school entrepreneurship course won runner up and best presenter.
0,invited professors to give mini lectures on public speaking techniques organized schoolwide debate tournaments hosted public speaking practices.
0,volunteer of the year award create organize and implement childrens programming including winter festival founders day and escape the room.
0,est to support chinese school manage volunteers pres service awd recipients julia nan mem schlr.
0,research and analyze books featuring minority cultures and experiences.
0,first chapter in costa rica trained for and participated in arml power contest rocket city math league contest log contest.
0,central american mathematics competition which inspires young people to pursue a career in mathematics.
0,founded jr year ongoing local creek restoration womens shelter help soup kitchens youth events raising for polio vaccines.
0,the club writes petitions and spreads awareness about lack of human rights we also send club members to human rights conferences in philadelphia.
0,posh stands for people of socratic harkness in which a group of students gather to discuss current events media and literature.
0,working together for change is a studentled nonprofit organization that seeks to end homelessness.
0,administered monthly meetings organized a yearlong fundraising project to sponsor dominican kids educations planned monthly service projects.
0,founded middle school team nationally of team nationally individual vp of high school team coordinate testing events.
0,arranged music organized performances and workshops and gave instruction in concert music to club members.
0,designed and created kettlebrainsââ a brain shaped kettlebell with a goal being to raise awareness of dementia that may be prevented with exercise.
0,started first walk for clean water at hershey then made it official branch of thirst project a nonprofit there are now walks across the us.
0,i found an open space to shoot bought candy and organized bake sales to fund raise our own equipment and taught students how to shoot.
0,organize school charity gallery openingsart sale donate proceeds of to african nonprofit animal protection ngos ex save the rhino trust.
0,collected leaves and used them to foster a sense of community in campaigns to welcome incoming students and in birthday celebrations.
0,fundraised for the childrens hospital of orange county in through an interclub benefit concert raised awareness about disorders.
0,founder and president of schools club improved leadership and public speaking skills through debates thought talks and conventions.
0,fifa club meets weekly to compete in games of fifa amongst each other allowing students to socialize bond and unwind with over members.
0,cofounder and president.
0,i founded the rubiks cube club to teach others to solve the cube we also competed against other clubs.
0,help the school organized international students events and activities helped international students solving problems and dealing with issues.
0,participated in a three week program at stanford university created and pitched an idea to improve medical care.
0,created and managed a community based tutoring center due to influx of immigrant families from india pakistan and afghanistan.
0,teach members concepts and strategies associated with investing members compete in an online realtime equity trading simulator.
0,friends for friends promotes inclusion for children with disabilities recognition nys senate proclamation in recognition of good deeds award.
0,national biology competition for improving knowledge on all biology topics.
0,i created the team isiah foundation in the early months of we are a nonprofit organization that supports the families of children with cancer.
0,cofounder of the junior ambassadorship within the nature conservancy organizing events raising money recruiting new volunteers.
0,as an officer i have helped organize multiple fundraisers and other events we have raised over since its start for various causes.
0,created video clips for school events and founded a festival wherein members showcased their short films.
0,worked with organization founder to gather a team and create an itinerary brought bunk beds to kids worked in an orphanage and after school program.
0,organized an intramural sports league for dorms on the exeter campus scheduled referees managed tournaments and tracked points.
0,drafted a detailed plan to establish an annual school soccer tournament succeeded in finding sponsors raised rmb oversaw entire operation.
0,i scheduled and coordinated recitals at sunrise at fair oaks and quarry stations apartments orchestra and band kids came together to perform pieces.
0,founder of the student council committee club and fundraising club allows students the opportunity to contribute their ideas and efforts to nichols.
0,worked for amy lampert founder of womensworth assisting with marketing and administrative projects event coordination and business development.
0,create and organize programs and fundraisers to support the ronald mcdonald house efforts.
0,coachedmentored students every wednesday in preparation for tournaments awards include place bergen county debate league championship.
0,family nonprofit and club that fundraises collects donated clothing and sports equipment to distribute during yearly trips to rural areas of haiti.
0,analyze stock markets speak about current trends and bring in special guest speakers to educate club members about emerging and existing markets.
0,created a photographic venture with three other teammates placed within top of my peers interms of showing academic and professional promise.
0,guided some schoolmates to buy scarfs and gloves for some poor street cleaners and help them do the cleaning work during the extremely cold winter.
0,i created a website for students from different nations to share volunteer opportunities with each other.
0,cofounded the club to educate students about neuroscience invited scientists to speak on neurological diseases and brain imaging techniques.
0,i brought my passion of table tennis to my school and founded the table tennis club at newport high school.
0,craft perfume under supervision and sell to students propose ideas and receive school funding to conduct experiments.
0,founded an international club at school organized and hosted a unique culture food night showcased traditional songs.
0,taught different students english math sciencechinesehired outstanding students to make divisions for different subjectstaught students for free.
0,founded book club as a freshman raised funds by holding bake sales recruited many members helped organize field trip to penguin publishing in nyc.
0,organized various fundraising activities volunteered as assistant teachers in local schools built a soup kitchen at nueva alborada community.
0,award of excellence for our goggle design raised dollars funds for cases of cataract surgeries donated pairs of sunglasses to patients.
0,set up and runs audio video systems manage any problems that are founded during the rehearsal.
0,founded club to promote a daily healthy lifestyle send members monthly healthy recipes create and lead group workouts announce local events.
0,develop and post videos advising on fashion and beauty for personal brand development.
0,i founded the dunder mifflin club at anderson high school where we watch episodes of he office and participate in activities related to the show.
0,founded team which attended national level pace nsc tournaments in hold regular practices.
0,collaborated w yonsei venture establishment research institute was funded by venture company dream launcher hosted students in recent event.
0,the purpose of this club is to empower participants to embrace their natural beauty the club teaches and reinforces standards of natural beauty.
0,economikids is a website that provides simple definitions of economic terms averages viewsmonth create all content designed entire website.
0,cofounder of a summer program taught free classes training middleschool students in vital speech and debate skills at the local library.
0,founded and run the social justice on campus club at lexington high school promoting advocacy within the community against racism sexism etc.
0,started a community photoblog focused on sharing personal anecdotes from dmae high school students and faculty curated content social media pages.
0,inspired by maker faire a stage to show originality and innovation i organized one at my school where i made a sand box and potato cannon.
0,explore inner workings of business by practicing public speaking and attending guest lectures from a nike vp and the founder of pastini pastaria.
0,spearheaded first blood drive on school campus and collected pints of blood members became cpr and aid certified doubled membership in yr.
0,founded a robot club to strengthen students innovation abilitiesutilized lego ev to write programmingmade two teams stand out won the champion.
0,taught students from grades to cbse mathematics and conducted workshops in sudoku and vedic maths.
0,in this society we do mock trials and learn about the most basic components of the legal system we also discuss controversial business events.
0,formulated a fair system in school to decide who should go for further competitions and held one quiz per week in addition to monthly quizzes.
0,create club goals activities and vision lead club in hosting schoolwide events such as blooddrives and clothingdrives.
0,i have founded the initiative for education equity which works in partnership with the tutudesk organization in south africa.
0,led team of students to develop test incinerator donated to a rural clinic to dispose medical wastes one uk ngo intends to use this in india.
0,learnt the art of business and sold handmade manure cups and bags in order to fundraise for a community school.
0,started club raised funds to facilitate inter school competition.
0,i founded project readaway to promote early childhood literacy while improving reading disabilities.
0,founded elhs ap honors societycollaborate with sponsors advisorspromote club membershipfundraising eventsensure smooth runninglead members.
0,founding the geocaching club an outdoor treasurehunt with gps having found more than caches around the world while learning to be ecofriendly.
0,have arranged and participated in various fundraising events and have raised about collectively.
0,business plan competition team leader top out of in my district developed food order mobile app prototype.
0,collected donations and organized fundraisers for the local humane society collected lbs of donations in put in volunteer hours overall.
0,project manager and secretary students round business contest secured sponsors aut business school and ministry of youth development.
0,interact is a club focused on both community service and international service the club is tied in with rotary international.
0,my friend and i taught graders the fundamentals of business and how to make a business plan.
0,fair promoting school sprit at which clubs and teams sell apparel and advertise their club and events.
0,business eduationentrepreneurship challengeceo.
0,active member in church youth group participated in community service and a mission trip founded and lead a bible study for teenage boys.
0,my peers and i started eap in an effort to serve the atlanta community in unique and genuinely beneficial ways our first project is a book drive.
0,created artworks and poems presented ted talks and led related discussions sold postcards of artwork created by club members during club fundraisers.
0,planned weekly meetings conducted financial literacy lectures liaised with businesses developed business plan for ebbys language learning app.
0,supporting various environment trepidation and societal uplift endeavours such as tree plantation food trucks etc for laborer gratifying experience.
0,educate middle school students in scratch using a variety of technical programming skills and create a competition showcasing innovative skills.
0,i coordinate speakers to come to discuss their experiences in their field economics business etc with club members.
0,finalist team of junior achievementja company programme singapore organiszed workshop for students in preparation for schools funfair.
0,i oversee all activities in mun learn about diplomacy international relations and the united nations mun also attended a mock debate.
0,this member club advocates for childrens rights worldwide i conduct all meetings plan fundraising events attend training and designate roles.
0,creating this entrepreneurship club is part of my effort to encourage real world application and collaboration on interesting student projects.
0,organized charity events visited to the local nursery homes and organized a lecture held in local high schools for cpr lessons.
0,founded the association led members to take part in interschool contests on behalf of our high school.
0,initiated the club designed and organized sciencerelated chamber escape games for students sold diyexperiment kits on school carnival.
0,developed clubs mission with support of dean led interactive character day program and screening developing antibullying program.
0,led students to host a forum on child abuse invited a speaker to present on the la riots and worked with the kw lee center to register voters.
0,i formed the st pauls book club was formed to combat what i saw as a lack of enjoyment in reading in the underclassmen we meet twice a month.
0,i cofounded and cohead my own club in this club we watch films and analyze them afterwards.
0,as founder and editor ran magazine with a close team signed sponsorship deals and donated profits to a nursing home.
0,fights ignoranceapathy of global issues in korea w global awareness days publishes ejournal rpc global view founded interschool awareness network.
0,working to solve physics and math related problems and helping to tutor students who need help in physics.
0,i founded the chess club in order to promote afterschool activity for students who found themselves without a club to challenge them intellectually.
0,as chapter cofounder i was responsible for the spearheading of our participation the history bowl competitions.
0,in collaboration with members of my design and development class we were able to create an escape room.
0,raise money for french organizations volunteer in various areas.
0,the cas council determines organizes and leads the upper school community service projects i helped found this group last year.
0,cofounded a craft program at an assisted living facility designed for residents with dementia and alzheimers led classes for up to residents.
0,i am the owner of palurmindwordpresscom a blog i created for the world to have easy access to my writing and all of its benefits.
0,introduced campaign to raise awareness about domestic abuse and sexual assault created solidarity among the school community.
0,organize and host debates.
0,invited xi zhinong a famous photographer to give a lecture tour in taiyuan.
0,i was a founder of the club i identify members of the business community and convince them to speak to the club regarding careers in business.
0,in international student association i lead group discussions about cultural affairs offer support to undocumented students and plan club events.
0,leads the group to give educational speeches to the attendees from undeveloped regions of shanxi china.
0,leads the group to record good and positive memories for positive inspiration of every student.
0,the cooking cultural exchange club is a club i created with the intention of engaging members to the diversity of the ala community through cooking.
0,prepare and manage weekly meetings coordinate tournaments managing funds membership recruitment.
0,i started champions club at my school this is a club for student athletes which focuses on athletics in life and service projects.
0,founded club to discuss business issues read books and host seminars with invited speakers organized campuswide mock sharetrading contests.
0,hold free classes times a month at public library to teach chinese to local community members interested in learning the language.
0,created prototypes for alternative protein sources developed a website for business model.
0,created video games to increase my programming proficiency utilizing java.
0,a program to help address problems concerning substance abuse and other unhealthy behaviors president.
0,i coached a camp at my school and started a soccer camp for children at my local swim and tennis club.
0,anne frank humanitarian highest individual donor to tampa feeding america eyeglasses books for africa donated to lohada orphanage.
0,setting up times every weekend and satisfy the the needs students interested in badminton.
0,created special events guest speakers from major corporations organized investment competitions encouraged lively debates about business.
0,founded planned firstever dm which raised for childrens hospital held fundraisers worked with my board to create the hour main event.
0,i created with friends a club for those proficient in computer science engineering beyond the scope of the normal high school offerings.
0,we empower students with literary aspirations by providing them with a community for peer editing critique and support for writing competitions.
0,i started the program in grade and have made my school more environmentally friendly.
0,we promote business tech entrepreneurism in the community by delivering presentations holding weekly meetings collaborating on projects.
0,studied and instructed other students in the discipline of olympic weightlifting including how to exercise safely and have a healthy lifestyle.
0,founded and ran an inschool organization that enabled students to learn engineering techniques while competing at the national level.
0,objective is to increase interest in law i invited guest speakers police officer and corporate and patent lawyers and facilitated political debates.
0,using online broadcasting to teach people english by reading stories sharing learning advices etc over subscribers and listeners.
0,constructed a functional kitchen on campus we try out create experimental recipes influenced by international cuisines.
0,we spent every weekend in orphanages teaching kids essential job acquiring skills and as well as helping them explore their extracurricular interests.
0,in the coding club we meet once a week to collaboratively create a phone game through computer programmingcoding.
0,organized bimonthly presentations by speakers of diverse global backgrounds to raise awareness of globalcultural issues among easts students.
0,created learning service club aimed at educating students and the greater community about medical topicsorganize club activities events outings.
0,founded and ran the magazine that focuses on economical and social issues used profits on school activities.
0,made musical arrangement with partners performed in outside the campus.
0,designed quorumx pharmaceutical company business plan networked learned from business mentorsexecutives team quorumx placed at state level.
0,received training and certified to lead wildlife younglife for middle schoolers.
0,president and founder membership has grown to over people teach camera skills develop competitions and bring professionals to campus.
0,along with the johns creek high school band i participate in the founders day parade a familyoriented way to celebrate johns creeks cityhood.
0,student makerspace and tech club for those interested in rockets technology d printing etc.
0,organized cultural field tripsled weekly meetingsresponsible for planning school cultural eventsmentored foreign studentshosted culture contests.
0,our foundation is founded by high school students we help and give children in poor rural areas chance to read books by collecting donations.
0,national economic competition for the bank of england reached the regional finals researched topics such as coco bonds and quantitative easing.
0,a student led club that seeks to create a healthy stressfree environment within our student body as we fundraise for charities.
0,i founded and led a team of multicultural taekwondo team performing at various regional and state festivals.
0,in this political discussion club we discuss controversial issues such as the blm movement the war on terror and racial profiling.
0,cofounder i lead club fundraisers activities to support localglobal animal organizations gathered signatures for animal cruelty petition.
0,created and designed program match students with alumni mentors organize softwarenetworking events speak at all meetings promoting program.
0,i brought together fellow writers to share original work and engage in peer review we publish a literary magazine of student work each semester.
0,cofounded language corner as a sophomore to organize lectures and discussions about ancient and modern chinese culture students in each session.
0,coordinate weekly sessions and plan tournaments.
0,as the only high school ambassador i founded multiple chapters led a rebrand initiative to encompass colleges and planned a youth health summit.
0,backpacks and school supplies were taken to the island school kids of bimini community service chief counsel of bimini award.
0,conceptualized and created medical club brought together students with interest in the medical profession organized events to help community.
0,collect recycle seniors hand books for juniors organize investigation of fuzhou countys poverty collect donate used booksstationary.
0,i spent weeks planning with the local boys girls club to host a lax camp i collected donations created a schedule and instructed the entire camp.
0,founded the club as a sophomore which was created to further emphasise financial literacy debate political topics and promote freemarket policies.
0,organized band practice and performed in several occasions in schools and concerts.
0,informing students on weather related current events and facts.
0,organized club meetings and student connections helped overseas students fit in offered tutoring and explained cultural differences.
0,an educational simulation and academic competition in which students learn about diplomacy international relations and the united nations i love it.
0,cofounded the first cricket club of mill creek high school organized club finances and coordinated regional games with other school representatives.
0,researched student behavior concerning carpools designed app to facilitate carpools between local students.
0,organize startup speaker series and workshops on entrepreneurship and current business cases.
0,fight injustice on a global level and inform others about environmental concerns.
0,website focusing on smoking cessation programs.
0,financial literacy and beyond is a state certified nonprofit dedicated to youth financial literacy education expanded to schools with members.
0,organized ku to present premed information along with current medical professionals and college students to share experiences.
0,i led and organized act tutoring for two nonprofit organizations waukegan to college and college bound opportunities.
0,creator of an after school dance program available to any students that want to pursue musical theatre as a career or as a hobby.
0,started a nonprofit organizationcharity to help economically disadvantaged students in my local community.
0,service club that gives underprivileged children opportunities to innovate and use their creativity by building toys with recylable material.
0,founded encino chapter girls group in gr presidents volunteer service award torchbearer award organized volunteer activities for the group.
0,collect nonperishable goods for donation to food pantry at national council of jewish women active club members.
0,my interest in economics led me to create this club to provide a panel to discuss trends trade yearlong on a virtual stock market lead members.
0,i cofounded the club creating a safe judgementfree space for lgbt students we focus on queer representation in literature history and culture.
0,raised awareness for kawasaki disease held information seminars at local churches raised funds and did oneonone counseling.
0,organized a schoolwide fundraiser for victims of the nepal earthquake all money raised was donated to direct relief.
0,ran a craft camp for girls ages with daily activities marketed camp maintained budget worked and managed staff.
0,during my sophomore year i created the first high school yoga club in henry county.
0,studentrun organization students tutor kids of all ages prominent in the metrodecatur area.
0,i started this club to help complete various environmental projects in school and within the community.
0,serve as the founder and chairman of our local progressive political action committee we endorse candidates and foster community involvement.
0,created club to facilitate language learning through sharing of technological resources cognitive discoveries and research in language acquisition.
0,our group organized a clothing drive which lasted for four months we donated the clothes to the charitable organization working wardrobes.
0,organized the budget of our person team invested virtual money into stocks with aims to simulate the real stock market to gain virtual profits.
0,created campaign that focused on antismoking in public places dumping cigarette butts on street organized students to clean local parks beaches.
0,this is a charity k that i started to benefit a nonprofit that protects the ecosystem specifically marine life.
0,student group that helps organize charity k dolphin dash and volunteers throughout buffalo and helps other members start their own service projects.
0,outreach program by the society of women engineers to bridge the gender gap in engineering fields i organize meetings activities lectures trips.
0,conduct biweekly meetings organized fundraisers to raise money for unicef and volunteer opportunities for members advocated for childrens rights.
0,collect and donate new and used shoes for adults and children in need.
0,through completing this class i learned more about entrepreneurship which was helpful to me in my business and will be helpful in my future endeavors.
0,founded club taught about children coordinate weekly classes with libraries prepare materials and design lessons oversee club helpers.
0,underhill is the first student run app at our school it provides fast news and an unfiltered student voice to the community.
0,i host and lead discussion about business ideas we made business plan about our venture ideas and were top in the model entrepreneur competition.
0,working with high school students in the long beach juvenile rehabilitation schools to improve test scores and achieve college dreams.
0,working to compete in the science olympiadi created this club so that students could pursue their love for science and help strengthen their backgrou.
0,won berkeley alumni assn grant to promote teach a capella at dickenson elementary school designed curriculum recruitedtrained student teachers.
0,caring for and educating multicultural children of underprivileged families in korea who are unschooled hold regular donation drives for their needs.
0,school club we did various asian arts and crafts we sold some of our creations to raise money for the chinese american association of lexington.
0,founded the organisation leaded volunteers and organised health camps animal welfare camps fund raising events and a tree plantation drive.
0,members i arranged club meetings stimulated discussions organized field trips and local competitions and invited guest speakers.
0,club dedicated to exploring different formats of debate vice president manages communications and helps train club members for competitions.
0,we discuss current global economic events and teach members about the global financial market we also purchase stocks per recommendation of members.
0,represent and promote the school to protective families trustees college representatives and visiting guests.
0,matched freshmen and mentors planned events for freshmen and mentors spring fling freshman picnic fall festival lunch activities tailgating.
0,i cofounded the paws club on campus to raise funds to support our local animal shelter and coordinated over volunteers for the shelter.
0,grew club from to members helped produce over videos website has over k hits httpvqqcomvplus c a c a a cef e.
0,organized weekly peer tutoring sessions at my school in which middle and high school students are tutored by upperclassmen.
0,a service club i founded as a junior with the middle school strings teacher we teach indonesian children how to play string instruments.
0,founded and led one of shenzhens most influential student studios recruited over members produced videos obtained rmb in sponsorships.
0,built an online platform crowdsourced educational resources and application advice from high school and college students.
0,hoth came from the famous humans of new york where we interviewed different studies and quoted them in our journal and online.
0,i founded the world scholars cup club in our school and thus attended world scholars cup tournaments place debate place overall guangzhou.
0,established a bridge club in our school and taught a few students the basics of bridge.
0,schools first entrepreneurship club fundraised to pay for club activities taught business fundamentals to students organized and directed meetings.
0,created the idea for halftime a mobile application in which game attendees could order food to their seat within a stadium explored entrepreneurship.
0,interview and take photos of students and teachers shares their stories on a facebook page that has garnered over likes.
0,camp that teaches business to high schoolers through a simulated business as elected ceo my team won the simulation and i won the overall award.
0,play bass and electric guitarlead the whole band members to practice and performperformed in a companys ceremonya graduation party.
0,recruit members research topics organize club meetings direct podcast production record edit upload advertise podcasts on social media.
0,worked on and presented final project on creating a business plan to entrepreneurs learned essential skills of entrepreneurship.
0,founder and president organized activities such as hiking rock climbing camping etc helped teach students the importance of the outdoors.
0,society focuses on entrepreneurship current affairs in finance and technological advances my role is finding speakers and leading discussions.
0,recruited and organized members coordinated volunteer activities with libraries zoos museums and social charities.
0,i united students to discuss math together gave lectures for math olympics and grew our club to over members all admiring the mystery of math.
0,semifinalist in international social venture entrepreneurship competition stemday challenge program to promote stem in innercity schools.
0,national winner of bright house bright ideas stem from todays youth competition currently filing patent for device aerocleanz for aerocleanz llc.
0,organized activities like writing competition within school wrote short fictions for club magazine xiazhi read by students annually.
0,i do lectures and activities throughout all ifrns campi promoting exchange activities in favor of ifrns students internationalization.
0,i direct meetings monthly edit articlesformat the newspaper and manage printing and distribution bimonthly.
0,i collect disposable batteries from students to dispose of properly.
0,attended lectures to learn about startup and entrepreneurshipworked with team to build a job recruitment platformwon place in the contest.
0,i founded a nonprofit organization that serves more than senior care facilities and schools in buncombe county.
0,educated multiple students twice each week and ran a stock market simulator used by over students.
0,learned about real estate through invited speakers.
0,started hindi club to teach to speak understand read and write hindi language.
0,i chose resources for members to learn german found time and place for daily group revision conducted foreign film discussions.
0,the first woman to present dance at school designed costumes and choreographed dance for annual performances.
0,helped start a lgbt club at my school to raise awareness and support.
0,founder and president of club that strives to excite political awareness in the student body.
0,cofounder and executive board member we empower youth by providing them with the skills and resources to create a successful social venture.
0,i led a tennis program every week for children with disabilites and provided rackets snacks and drinks for all participants.
0,assist bexar county administrators to raise awareness of public health issues bike helmets vaccinations and holiday drives hosts for general public.
0,presented paper on ancient egypt in front of eminent historian roshen dalal wrote and performed a math rap for schools founders day program.
0,club founder and president created care packages for pregnant women bedridden in the antepartum unit of the hospital.
0,nonprofit organization aimed to help foster better hygiene in impoverished areas within india website httpwwwtheopportunityoperationcom.
0,founded to meet one on one with alzheimers patients and share conversations and memories goal is to lessen the age gap between generations.
0,it is a nonprofit organization that helps the daughters of our general service staff we do an event that fosters the idea that we are all equal.
0,i created a website that hosts data tools and methods for students to create life science research also a publication platform for student projects.
0,teach students how to make videos become a youtuber practice editing skills hope to help other clubs in need of video editing.
0,presented the founding of the club to school administration facilitated biweekly meetings set goals for club initiated service projects.
0,overdressed is nothing is a personal fashion and historythroughfashion blog posts cover diverse topics from product reviews to research articles.
0,weekly meetings make and drink tea eat scones assorted pastries.
0,local charter of unicef that organized a water bottle fundraiser and delivered over water bottles to a local food bank.
0,to promote awareness about the state of education and health for displaced girls i deliver books and sanitary pads to them.
0,explored medical science issues on saturdays and created awareness about them to student body.
0,i found my passion with helping othersmy community support group for underserved youth pairs with local business sports art and music.
0,held henna fundraisers for womens illiteracy and donated to brac an ngo that empowers women presented psas to create awareness for students.
0,my team created a marketable product learned ways to seek capital and bring it to market place.
0,convinced school to start a bowling program varsitylettered captain each year placed in districts with a school record.
0,within the emt club i work with my peers to promote knowledge about the emergency medical services in my town and plan cpr classes.
0,organized charity shows regularly within and out of our school.
0,discuss and communicate with the administration about the needs of asian students and issues of racism.
0,established this bilingual medical magazine drew illustrations and wrote medical articles informing advanced medical researches and treatments.
0,traveled to historically important chinese citiesnanjing xian shaoxing qufu luoyang wuhan hangzhou wrote about relevance in current society.
0,created the team to help cognitively handicapped children play soccerarranged playoffs with famous actors teamscouted a coach held soccer training.
0,gathered members to support father choi for building orphanage our home for malaysian kidsmade a videohomepage to advertisefundraised regularly.
0,cofounded and instructed free classes at the local library for middleschool students where key speech and debate skills were taught.
0,organize trainings and workshops for club members teach them the basic rules and skills that are needed for mun hosted the mun conference.
